epoch,train_loss,train_acc,val_loss,val_acc
1,0.42550322168013627,0.6704188964753645,0.38142006912014703,0.7202952029520295
2,0.3739004135131836,0.7268868794980624,0.3619293915954503,0.7298892988929889
3,0.34595034665921154,0.7503229378114044,0.34710430286147376,0.7638376383763837
4,0.3201201147892896,0.7792950728916774,0.3383181338960474,0.7623616236162362
5,0.30425136071794173,0.7888909392876915,0.3303553319790147,0.7712177121771218
6,0.2782752492848565,0.8180476102601956,0.3275381760163741,0.7638376383763837
7,0.2644633801544414,0.8366857353755306,0.3189465830271894,0.7874538745387454
8,0.24757475642596974,0.8392692378667651,0.3175520808859305,0.7881918819188192
9,0.22755548182655783,0.8632589038568002,0.3155545917424289,0.8029520295202952
10,0.2095868416568812,0.8763609522052039,0.3216610354456035,0.7859778597785978
11,0.1982856060652172,0.8828197084332903,0.31968803906982596,0.7918819188191882
12,0.1885150820016861,0.8896475364458387,0.3219844610853629,0.7881918819188192
13,0.17609526690314797,0.8948145414283079,0.32734091918576846,0.7933579335793358
14,0.16037584420512704,0.9055176231777081,0.3308964344588193,0.8022140221402214
15,0.15279334783554077,0.914559881897029,0.33767572180791333,0.7845018450184502
16,0.15368589180357317,0.9141908101125669,0.3338585624640638,0.7977859778597786
17,0.14162176102399826,0.9226794611551947,0.34025837684219534,0.8007380073800738
18,0.12943060008041998,0.92895368149105,0.3378952924500812,0.7918819188191882
19,0.1274935450624017,0.9296918250599742,0.3473527384075252,0.8118081180811808
20,0.12035803527516477,0.9346742941502122,0.3548025841062719,0.8051660516605166
21,0.11964289221693487,0.9355969736113674,0.3546265526251359,0.811070110701107
22,0.11270541184965302,0.9394722273482192,0.3508348072117025,0.7904059040590405
23,0.11289088949561119,0.9420557298394537,0.3632779304276813,0.8140221402214022
24,0.10475590321071007,0.94316294519284,0.3598000095649199,0.7992619926199263
25,0.10699391264249297,0.9440856246539951,0.3618414977734739,0.8014760147601476
